adult,belongs_to_collection,budget,genres,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
FALSE,"{'id': 33938, 'name': 'Airport Collection', 'poster_path': '/yDnEIOmCgPZJ55d8WeRjlgqgi78.jpg', 'backdrop_path': '/aahejNK1UOMWT2FNGOjgQDvczE.jpg'}",14000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",29723,tt0078740,en,The Concorde... Airport '79,"The last of the 'Airport' series again stars George Kennedy as aviation disaster-prone Joe Patroni, this time having to contend with nuclear missiles, the French Air Force and the threat of the plane splitting in two over the Alps!",3.514331,/30xbGwjqVsIkIFc1N7ss55RKDZB.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",17-08-1979,13015688,123,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'FranÃ§ais'}, {'iso_639_1': 'es', 'name': 'EspaÃ±ol'}]",Released,"At twice the speed of sound, can the Concorde evade attack?",The Concorde... Airport '79,FALSE,4.7,45
FALSE,"{'id': 372257, 'name': 'The Poseidon Adventure Collection', 'poster_path': None, 'backdrop_path': None}",0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",31638,tt0078856,en,Beyond the Poseidon Adventure,"After ""The Poseidon Adventure"", in which the ship got flipped over by a tidal wave, the ship drifts bottom-up in the sea. While the passengers are still on board waiting to be rescued, two rivaling salvage parties enter the ship on search for money, gold and a small amount of plutonium.",3.276763,/tzqtaIk0OuO47eUV2d6xO8kGmm8.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",18-05-1979,0,114,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Before her fate is sealed by the deep, the superliner Poseidon will reveal one last secret.",Beyond the Poseidon Adventure,FALSE,5.3,28
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",113286,tt0175550,en,The Dancemaker,"A look at Paul Taylor and his dance company over several months in 1997. Preparation of Taylor's piece, ""Piazzolla Caldera,"" from conception and rehearsals to opening night at City Center, frames the film. The troupe's trip to India falls in the middle. Included are black and white footage of rehearsals, and, in color, interviews with Taylor, his dancers, dance critics and scholars, and those who manage the business side. There is also footage of a younger Taylor dancing and film of the troupe performing a dozen Taylor pieces. His genius, his roots, his method of working with dancers, and his sometimes difficult nature draw the attention of those who comment.",0.042361,/8umbAqOMHZJrXwEwwnLVa2ya2Is.jpg,[],[],01-12-1998,0,98,[],Released,,The Dancemaker,FALSE,7,1
FALSE,"{'id': 110127, 'name': 'Analyze Collection', 'poster_path': '/cujx4R1DmJdjIdiCWtQULIvCyix.jpg', 'backdrop_path': '/bNcKGfgqck8SQALVlZcMRcjOwBE.jpg'}",80000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",9535,tt0122933,en,Analyze This,"Countless wiseguy films are spoofed in this film that centers on the neuroses and angst of a powerful Mafia racketeer who suffers from panic attacks. When Paul Vitti needs help dealing with his role in the ""family,"" unlucky shrink Dr. Ben Sobel is given just days to resolve Vitti's emotional crisis and turn him into a happy, well-adjusted gangster.",7.634017,/eqa4TEgkx63WRhqyD8eTwmL7bUi.jpg,"[{'name': 'Spring Creek Productions', 'id': 705}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Tribeca Productions', 'id': 11391}, {'name': 'Baltimore Pictures', 'id': 11407}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",05-03-1999,176885658,103,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,New York's most powerful gangster is about to get in touch with his feelings. YOU try telling him his 50 minutes are up.,Analyze This,FALSE,6.4,512
FALSE,,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",9455,tt0142192,en,The Corruptor,"Danny is a young cop partnered with Nick, a seasoned but ethically tainted veteran. As the two try to stop a gang war in Chinatown, Danny relies on Nick but grows increasingly uncomfortable with the way Nick gets things done.",9.208831,/lVUA7xehGn4j0lYHDqOJtJVbWhT.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Illusion Entertainment Group', 'id': 3480}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12-03-1999,15156200,110,"[{'iso_639_1': 'cn', 'name': 'å¹¿å·žè¯ / å»£å·žè©±'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': 'æ™®é€šè¯'}]",Released,You can't play by the rules if there aren't any.,The Corruptor,FALSE,6.1,60
FALSE,"{'id': 52789, 'name': 'Cruel Intentions Collection', 'poster_path': '/smlX0WCj2aXFoh4fEUuP1HmDgka.jpg', 'backdrop_path': '/10KZhETCbOGoffxglHDRyStgdc8.jpg'}",10500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",796,tt0139134,en,Cruel Intentions,"Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.",8.181065,/6RQu0J2u7viDa34Nn98sKaHv5jD.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Cruel Productions', 'id': 505}, {'name': 'Newmarket Capital Group', 'id': 506}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",05-03-1999,75902208,97,"[{'iso_639_1': 'vi', 'name': 'Tiáº¿ng Viá»‡t'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'FranÃ§ais'}]",Released,"In the game of seduction, There is only one rule: Never fall in love.",Cruel Intentions,FALSE,6.6,848
FALSE,,1350000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",100,tt0120735,en,"Lock, Stock and Two Smoking Barrels",A card sharp and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,4.60786,/qV7QaSf7f7yC2lc985zfyOJIAIN.jpg,"[{'name': 'Handmade Films Ltd.', 'id': 146}, {'name': 'Summit Entertainment', 'id': 491}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'SKA Films', 'id': 13419}, {'name': 'The Steve Tisch Company', 'id': 21920}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",05-03-1998,3897569,105,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Disgrace to Criminals Everywhere.,"Lock, Stock and Two Smoking Barrels",FALSE,7.5,1671
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",47501,tt0127288,en,Six Ways to Sunday,"Norman Reedus stars as Harry Odum, a henpecked, 18-year-old momma's boy in Youngstown, Ohio, who -- with his violent temper -- impresses a local boss of the Jewish Mafia. Soon he's found his calling as a hit man alongside his crack addict partner Arnie Finklestein (Adrien Brody), and he discovers that his rage and complicated psychosis fuel his murderous abilities. Harry also falls for the organization's limping, Hungarian-born maid Iris (Elina Lowensohn), a romance complicated by Harry's Oedipal, sexual relationship with his domineering mother Kate (Deborah Harry).",5.204937,/kjzgBO1WzbfUdzKe2NwQ4gCFyyM.jpg,"[{'name': 'Scout Productions', 'id': 2065}, {'name': 'Prosperity Electric', 'id': 65449}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",01-09-1997,0,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Six Ways to Sunday,FALSE,6.1,6
FALSE,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",77936,tt0157208,fr,L'Ã©cole de la chair,"In Paris, Dominique, a middle-aged fashion professional, solicits the services of the handsome Quentin , a bisexual bartender and prostitute who is 15 years her junior. After they first sleep together, their business transaction becomes transformed into a passionate love affair. However, the couple's romance becomes an ugly power struggle when social class and age distinctions begin to bubble toward the surface.",1.085907,/o8ZxuZLMR5fLOk6dZUWgoJ14AOd.jpg,"[{'name': 'ArtÃ©mis Productions', 'id': 11773}, {'name': 'La Sept CinÃ©ma', 'id': 16366}, {'name': 'Orsans Productions', 'id': 44821}, {'name': 'Bel Age Distribution', 'id': 44822}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'LU', 'name': 'Luxembourg'}]",18-11-1998,0,110,"[{'iso_639_1': 'fr', 'name': 'FranÃ§ais'}]",Released,"Lessons in love, sex and betrayal.",The School of Flesh,FALSE,5.7,7
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",84586,tt0159696,en,Relax... It's Just Sex,"A mixed group of individuals - lesbian, gays, and heterosexuals who all frequent a local bar struggle to accept each others lifestyles. However when the two gays are attacked and fight back and ultimately rape one of their attackers, the group becomes strongly divided on their actions.",0.407322,/ee89DQPUYbOE2ZNMRzVFuIk6yoj.jpg,"[{'name': 'TLA Releasing', 'id': 328}]",[],26-06-1998,0,110,[],Released,,Relax... It's Just Sex,FALSE,3.7,3
FALSE,,38000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",30943,tt0120646,en,The Deep End of the Ocean,"Michelle Pfeiffer is ferocious in the role of a desperate mother whose 3-year-old son disappears during her high school reunion. Nine years later, by chance, he turns up in the town in which the family has just relocated. Based on Jacquelyn Mitchard's best-selling novel (an Oprah book club selection), the movie effectively presents the troubling dynamics that exist between family members who've suffered such an unsettling loss.",5.78468,/iUBMUUqBMPRQ7fCOtCsmBaFBPCB.jpg,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Mandalay Entertainment', 'id': 1236}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12-03-1999,28121100,106,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The search for her son was over. The search for her family was just beginning.,The Deep End of the Ocean,FALSE,6,58
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",107946,tt0125778,en,Harvest,"A DEA agent and a local sheriff have to wrestle with their consciences as they start raids on local farmers, who have started growing marijuana simply to keep their farms operational. Story focuses on a young man, who accidentally discovers that his straight-laced parents are involved in the marijuana cultivation.",0.00118,/lyNbqutrWk3P2mw2IDakgZoxOlW.jpg,[],[],09-01-1999,0,96,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Harvest,FALSE,0,0
FALSE,"{'id': 257053, 'name': 'Carrie Collection', 'poster_path': '/5atZnoMxfDtEJbc1XpdYJLRLsRT.jpg', 'backdrop_path': '/dq9R9yertBFLssefa5d43XApBr9.jpg'}",21000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",7341,tt0144814,en,The Rage: Carrie 2,"After the suicide of her only friend, Rachel has never felt more on the outside. The one person who reached out to her, Jessie, also happens to be part of the popular crowd that lives to torment outsiders like her. But Rachel has something else that separates her from the rest, a secret amazing ability to move things with her mind. Sue Snell, the only survivor of Carrie White's rampage twenty-two years ago, may hold the key to helping Rachel come to terms with her awesome, but unwanted power. But as Rachel slowly learns to trust, a terrible trap is being laid for her. And making her angry could prove to be fatal.",4.766591,/hW82RCgBkup7nWjd4foZNevLSmu.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'Red Bank Films', 'id': 2229}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11-03-1999,17762705,104,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Looks Can Kill,The Rage: Carrie 2,FALSE,5.1,79
FALSE,,30000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",10350,tt0131646,en,Wing Commander,"The Hollywood version of the popular video game series ""Wing Commander"". Unlike other video games to feature film transitions, series creator Chris Roberts was heavily involved in the film's creation. This is the story of Christopher Blair and Todd ""Maniac"" Marshall as they arrive at the Tiger Claw and are soon forced to stop a Kilrathi fleet heading towards Earth.",5.924059,/pdNhh937iErsAzR6h7pt2mQmclO.jpg,"[{'name': 'Carousel Picture Company, The', 'id': 19944}, {'name': 'No Prisoners Productions', 'id': 24039}, {'name': 'Origin Systems Inc.', 'id': 24041}, {'name': 'American Entertainment Investors', 'id': 80469}, {'name': 'Wing Commander Productions', 'id': 89308}, {'name': 'Digital Anvil', 'id': 89309}]","[{'iso_3166_1': 'LU', 'name': 'Luxembourg'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",11-03-1999,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,An action packed thrill ride!,Wing Commander,FALSE,4,75
FALSE,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",11772,tt0057129,en,The Haunting,"Dr. Markway, doing research to prove the existence of ghosts, investigates Hill House, a large, eerie mansion with a lurid history of violent death and insanity.",10.461285,/gWXqJJTNwRCkuj9HEIsI9douVPf.jpg,"[{'name': 'Argyle Enterprises', 'id': 6305}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",18-09-1963,0,112,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You may not believe in ghosts but you cannot deny terror,The Haunting,FALSE,7.2,153
FALSE,,13000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9540,tt0094964,en,Dead Ringers,"Elliot, a successful gynecologist, works at the same practice as his identical twin, Beverly. Elliot is attracted to many of his patients and has affairs with them. When he inevitably loses interest, he will give the woman over to Beverly, the meeker of the two, without the woman knowing the difference. Beverly falls hard for one of the patients, Claire, but when she inadvertently deceives him, he slips into a state of madness.",5.53202,/9ZGBwiWIvN9KmHaLeSS5it44G21.jpg,"[{'name': 'TÃ©lÃ©film Canada', 'id': 806}, {'name': 'Morgan Creek Productions', 'id': 10210}, {'name': 'Mantle Clinic II', 'id': 47396}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",23-09-1988,8038508,115,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Two bodies. Two minds. One soul.,Dead Ringers,FALSE,7,176
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",31503,tt0107626,en,My Boyfriend's Back,"Missy McCloud is the most beautiful girl in school and Johnny Dingle has been in love with her for years. One night, Johnny is killed trying to win her over, and soon he comes back from the dead, and wins Missy's heart.",2.183504,/me2PB6nN4ICUFOGWEnhZH8iuF9y.jpg,"[{'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",06-08-1993,3335984,85,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A comedy that proves true love never dies.,My Boyfriend's Back,FALSE,5.4,22
FALSE,,200000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",11773,tt0054443,en,Village of the Damned,"In a small English village everyone suddenly falls unconscious. When they awake every woman of child bearing age is pregnant. The resulting children have the same strange blond hair, eyes and a strong connection to each other.",6.39955,/aDrN9hVBFUQ7jpZvupfDeCHVcar.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",05-11-1960,0,77,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,What Demonic Force Lurks Behind Those Eyes?,Village of the Damned,FALSE,7.1,92
FALSE,,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",30202,tt0056931,en,Children of the Damned,"Six children are found spread through out the world that not only have enormous intelligence, but identical intelligence and have a strange bond to each other.",2.416299,/fjIiCQJRIpJTGUW4A8jSPqIIkH1.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Lawrence P. Bachmann Productions', 'id': 23843}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",29-01-1964,0,90,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'PÑƒÑÑÐºÐ¸Ð¹'}]",Released,Beware the eyes that paralyze!!!,Children of the Damned,FALSE,5.9,24
FALSE,,12000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",22345,tt0118665,en,Baby Geniuses,"Scientist hold talking, super-intelligent babies captive, but things take a turn for the worse when a mix-up occurs between a baby genius and its twin.",7.707344,/jQfj2mST2uRbRbYG8qKcdqb6JCM.jpg,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Crystal Sky Worldwide', 'id': 4077}, {'name': 'Triumph', 'id': 4078}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12-03-1999,36450736,97,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'EspaÃ±ol'}]",Released,Think innocent. Think helpless. Think again. Naps are history.,Baby Geniuses,FALSE,3.3,75
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",53685,tt0120859,en,Telling You,Two college graduates who find themselves stuck behind the counter of a pizza parlor while their friends move on struggle to find a new direction for their lives.,0.376634,/t4SLO38ADgWTDlRy3fFTFM6OQF5.jpg,[],[],07-08-1998,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Have a Silce of Life,Telling You,FALSE,1.5,2
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1567,tt0157016,fr,Seul contre tous,The Butcher (known from Noe's short film Carne) has done some time in jail after beating up the guy who tried to seduce his teenage mentally-handicapped daughter. Now he wants to start a new life. He leaves his daughter in an institution and moves to Lille suburbs with his mistress. She promised him a new butcher shop. She lied. The butcher decides to go back to Paris and find his daughter.,6.138782,/6VsYFr7gsNfGMyiji4tyObEvxzD.jpg,"[{'name': 'Canal Plus', 'id': 104}, {'name': 'Les CinÃ©mas de la Zone', 'id': 1157}, {'name': 'Love Streams Productions', 'id': 1158}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",16-05-1998,0,93,"[{'iso_639_1': 'fr', 'name': 'FranÃ§ais'}]",Released,In the bowels of France,I Stand Alone,FALSE,7.5,99
FALSE,,75000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",1641,tt0141098,en,Forces of Nature,"Ben Holmes, a professional book-jacket blurbologist, is trying to get to Savannah for his wedding. He just barely catches the last plane, but a seagull flies into the engine as the plane is taking off. All later flights are cancelled because of an approaching hurricane, so he is forced to hitch a ride in a Geo Metro with an attractive but eccentric woman named Sara.",7.906035,/g1w3I72XTZ604Luhv8MEpTLLoU7.jpg,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Roth-Arnold Productions', 'id': 1560}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12-03-1999,93888180,105,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"He went from the eye of the storm, into the arms of a hurricane.",Forces of Nature,FALSE,5.1,141
FALSE,,25000000,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",47288,tt0160429,en,The King and I,Animated version of the Rodgers and Hammerstein musical about when the King of Siam meets a head strong English school mistress.,1.466461,/zUMBSExtVELo0zLuDoYKhTsYsag.jpg,"[{'name': 'Rankin/Bass Productions', 'id': 688}, {'name': 'NEST Family Entertainment', 'id': 4107}, {'name': 'Rich Animation Studios', 'id': 4108}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Morgan Creek Productions', 'id': 10210}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",19-03-1999,12000000,87,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The All New Animated Family Spectacular Adapted From The Musical By Rodgers And Hammerstein,The King and I,FALSE,5,23
FALSE,,12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 37, 'name': 'Western'}]",10212,tt0129332,en,Ravenous,"Upon receiving reports of missing persons at Fort Spencer, a remote Army outpost on the Western frontier, Capt. John Boyd investigates. After arriving at his new post, Boyd and his regiment aid a wounded frontiersman who recounts a horrifying tale of a wagon train murdered by its supposed guide -- a vicious U.S. Army colonel gone rogue. Fearing the worst, the regiment heads out into the wilderness to verify the gruesome claims",5.486645,/spwvStEA4CraTXPOcONrDzncXOZ.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'ETIC Films', 'id': 2979}, {'name': 'Heyday Films', 'id': 7364}, {'name': 'Engulf & Devour Productions Inc.', 'id': 25820}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",16-03-1999,0,100,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'es', 'name': 'EspaÃ±ol'}]",Released,You Are Who You Eat,Ravenous,FALSE,6.8,144
FALSE,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",10354,tt0139668,en,True Crime,"Boozer, skirt chaser, careless father. You could create your own list of reporter Steve Everett's faults but there's no time. A San Quentin Death Row prisoner is slated to die at midnight â€“ a man Everett has suddenly realized is innocent.",11.600645,/xo48IGurAJOJfG29Vp32JglZGPk.jpg,"[{'name': 'The Zanuck Company', 'id': 80}, {'name': 'Malpaso Productions', 'id': 171}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",19-03-1999,0,127,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,True Crime,FALSE,6.3,146
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",11526,tt0118682,de,Bandits,Four female cons who have formed a band in prison get a chance to play at a police ball outside the walls. They take the chance to escape. Being on the run from the law they even make it to sell their music and become famous outlaws.,0.531412,/yWNaWKcF3wPWXloyrp88FSNptxW.jpg,"[{'name': 'Euro Video', 'id': 41917}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",02-07-1997,0,110,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,They Always Wanted to be Famous... They Never Knew They'd be Wanted!,Bandits,FALSE,5.4,10
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8583,tt0118892,en,Dangerous Beauty,"Veronica is brilliant, gifted and beautiful, but the handsome aristocrat she loves, Marco Venier, cannot marry her because she is penniless and of questionable family. So Veronica's mother, Paola, teaches her to become a courtesan, one of the exotic companions favored by the richest and most powerful Venetian men. Veronica courageously uses her charms to change destiny -- and to give herself a chance at true love.",4.79927,/vSGDmTsjaD2yZrS73nUJ4ikPqjQ.jpg,"[{'name': 'Bedford Falls Productions', 'id': 348}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Arnon Milchan Productions', 'id': 25087}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",20-02-1998,0,111,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Born without privilege. Bound by tradition. She found the courage to follow her heart.,Dangerous Beauty,FALSE,6.9,59
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",123728,tt0116192,en,The Empty Mirror,"Adolf Hitler faces himself and must come to terms with his infamous career in an imaginary post-war subterranean bunker where he reviews historical films, dictates his memoirs and encounters Eva Braun, Josef Goebbels, Hermann GÃ¶ring and Sigmund Freud.",0.041825,/AuZeZsLUO5AaeByvhse3CH4qG7V.jpg,[],[],09-04-1996,0,118,[],Released,,The Empty Mirror,FALSE,6,1
FALSE,,4550000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",16520,tt0049408,en,The King and I,"Mrs. Anna Leonowens and her son Louis arrive in Bangkok, where she has contracted to teach English to the children of the royal household. She threatens to leave when the house she had been promised is not available, but falls in love with the children.",7.630723,/jyAMSLdJymJ9xObCfZFXZFGFz8m.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",29-06-1956,21300000,133,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'th', 'name': 'à¸ à¸²à¸©à¸²à¹„à¸—à¸¢'}]",Released,More than your eyes have ever seen... More than your heart has ever known!,The King and I,FALSE,7.3,103
FALSE,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",16508,tt0187819,en,Doug's 1st Movie,Doug and his pal Skeeter set's out to find the monster of Lucky Duck Lake. Though things get really out of hand when some one blurts out that the monster is real.,2.924948,/lfRCuIMTueGfGot654yc9PlVhrL.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",26-03-1999,0,77,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You'll Dig Doug!,Doug's 1st Movie,FALSE,5.4,22
FALSE,,80000000,"[{'id': 35, 'name': 'Comedy'}]",11374,tt0131369,en,Edtv,Video store clerk Ed agrees to have his life filmed by a camera crew for a tv network.,7.48939,/sF3YBtYn6yAHMPDbiC58WArIWMl.jpg,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",26-03-1999,0,122,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Fame. Be careful. It's out there.,Edtv,FALSE,5.7,168
FALSE,,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",16379,tt0120757,en,The Mod Squad,"Three minor delinquints (Danes, Ribisi, and Epps) are recruited by a cop (Farina) working undercover to bust a cop/drug ring. When the officer who recruited them is killed, they go above and beyond the call of duty to solve the murder; and bust the drug ring. Suffering the jibes, and ridicule of fellow officers; they struggle to save their names, and that of their deceased benefactor.",3.826503,/7c20VEblNKkDiBuA6bE6kbeHqHa.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",26-03-1999,13260050,92,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,First they broke the law. Now they are the law.,The Mod Squad,FALSE,4.1,37
